molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL536072,COc1c(C)ncc(Cn2cnc3c(Cl)nc(N)nc32)c1C.Cl,active,355.2290000000001,2.5524400000000003,1.0,7.0,7.698970004336019
CHEMBL376166,COc1ccc(I)c(Cc2nc3c(N)ncnc3n2CCNCC(C)(C)C)c1,active,494.3810000000003,3.2482000000000015,2.0,7.0,7.045757490560675
CHEMBL390557,COc1cc(Cn2cnc3c(OC)nc(N)nc32)c(Br)c(OC)c1OC,inactive,424.25500000000017,2.2536999999999994,1.0,9.0,4.346787486224656
CHEMBL229692,COc1cc(Cn2cnc3c(N)nc(N)nc32)c(Br)c(OC)c1OC,inactive,409.24400000000014,1.8272999999999997,2.0,9.0,4.769551078621726
CHEMBL229691,COc1cc(Cn2cnc3c(Br)nc(N)nc32)c(Br)c(OC)c1OC,active,473.1250000000002,3.007600000000001,1.0,8.0,7.259637310505756
CHEMBL388550,COc1cc(Cn2cnc3c(Cl)nc(N)nc32)c(I)c(OC)c1OC,active,475.67400000000015,2.7406000000000006,1.0,8.0,6.468521082957745
CHEMBL229690,COc1cc(Cn2cnc3c(Cl)nc(N)nc32)c(Br)c(OC)c1OC,active,428.67400000000015,2.898500000000001,1.0,8.0,7.154901959985743
CHEMBL388549,COc1cc(Cn2cnc3c(Cl)nc(N)nc32)c(Cl)c(OC)c1OC,active,384.2230000000002,2.7894000000000005,1.0,8.0,7.301029995663981
CHEMBL228406,Cc1cnc(Cn2cnc3c(Cl)nc(N)nc32)c(C)c1[N+](=O)[O-],active,333.7390000000001,2.0302399999999996,1.0,8.0,6.0
CHEMBL412010,CC(C)=CCc1c(O)cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2c1O,inactive,366.36900000000014,4.108600000000004,2.0,6.0,4.853871964321762
CHEMBL254037,CC(=O)c1ccc(CNC(=O)c2c[nH]nc2-c2cc(Cl)c(O)cc2O)cc1,active,385.8070000000001,3.273900000000001,4.0,5.0,6.58838029403677
CHEMBL365617,CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,active,387.82300000000015,3.566600000000001,4.0,5.0,7.6020599913279625
CHEMBL429841,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CN(C)CCO)c1,active,444.91900000000027,2.982100000000001,5.0,6.0,6.039053804266168
CHEMBL252780,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CNCCN2CCOCC2)c1,active,499.9990000000004,2.979800000000001,5.0,7.0,6.3655227298392685
CHEMBL399531,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CNCCOC)c1,active,444.91900000000027,3.2940000000000005,5.0,6.0,6.137868620686962
CHEMBL429307,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CNCc2ccccc2C(F)(F)F)c1,active,544.9610000000004,5.866600000000004,5.0,5.0,6.636388020107856
CHEMBL252779,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CNCCN2CCCCC2)c1,active,498.02700000000044,4.133500000000002,5.0,6.0,6.0
CHEMBL252577,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(CN2CCOCC2)c1,active,456.93000000000035,3.390200000000002,4.0,6.0,6.653647025549361
CHEMBL398710,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN(CCO)CCO)cc1,active,474.94500000000033,2.3446,6.0,7.0,6.847711655616943
CHEMBL428763,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CNC(=O)C[C@@H]2CCCN2)cc1,active,497.98300000000035,3.316300000000001,6.0,6.0,7.2441251443275085
CHEMBL252576,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,456.93000000000035,3.390200000000002,4.0,6.0,7.431798275933005
CHEMBL398709,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCS(=O)(=O)CC2)cc1,active,504.9960000000004,2.788400000000001,4.0,7.0,7.568636235841013
CHEMBL428236,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CNCCS(C)(=O)=O)cc1,active,492.9850000000003,2.6922000000000006,5.0,7.0,7.455931955649724
CHEMBL252377,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CNC(=O)C2CCCN(C)C2)cc1,active,512.0100000000004,3.516000000000002,5.0,6.0,6.939302159646388
CHEMBL252376,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN(CC)CC)cc1,active,442.9470000000003,4.399800000000003,4.0,5.0,6.835647144215563
CHEMBL401370,CCNC(=O)c1noc(-c2cc(-c3ccccc3)c(O)cc2O)c1-c1ccc(CN(CC)CC)cc1,active,485.5840000000003,5.678300000000006,3.0,6.0,7.130768280269024
CHEMBL252370,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,463.5780000000004,5.278800000000005,3.0,6.0,8.221848749616356
CHEMBL252165,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN(CC)CC)cc1,active,451.5670000000003,5.134700000000005,3.0,6.0,8.221848749616356
CHEMBL252164,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,465.55000000000035,4.125100000000003,3.0,7.0,7.6777807052660805
CHEMBL253185,CCNC(=O)c1noc(-c2cc(C(C)(C)C)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,477.60500000000036,5.452900000000005,3.0,6.0,7.958607314841775
CHEMBL399583,CCNC(=O)c1noc(-c2cc(C(C)(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,479.57700000000034,4.2992000000000035,3.0,7.0,8.096910013008056
CHEMBL254458,CCNC(=O)c1noc(-c2cc(CC(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,479.57700000000034,4.200200000000003,3.0,7.0,7.455931955649724
CHEMBL254457,CCNC(=O)c1noc(-c2cc(-c3ccc(F)cc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,515.5850000000004,5.961500000000006,3.0,6.0,7.443697499232712
CHEMBL254249,CCNC(=O)c1noc(-c2cc(-c3ccccc3C)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,511.6220000000004,6.130820000000008,3.0,6.0,7.853871964321762
CHEMBL399980,CCNC(=O)c1noc(-c2cc(-c3ccccc3F)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,517.5570000000005,4.807800000000005,3.0,7.0,7.4089353929735005
CHEMBL400778,CCNC(=O)c1noc(-c2cc(-c3ccccc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,497.59500000000037,5.822400000000006,3.0,6.0,7.853871964321762
CHEMBL254248,CCNC(=O)c1noc(-c2cc(-c3ccccc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,499.56700000000035,4.668700000000005,3.0,7.0,7.657577319177793
CHEMBL254043,CCNC(=O)c1noc(-c2cc(CCc3cccc(F)c3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,545.6110000000003,4.926000000000005,3.0,7.0,7.585026652029182
CHEMBL438873,CCNC(=O)c1noc(-c2cc(CCc3ccc(F)cc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,543.6390000000004,6.079700000000008,3.0,6.0,7.585026652029182
CHEMBL254042,CCNC(=O)c1noc(-c2cc(CCc3ccc(F)cc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,545.6110000000003,4.926000000000005,3.0,7.0,7.698970004336019
CHEMBL253837,CCNC(=O)c1noc(-c2cc(CC)c(O)cc2O)c1-c1ccc(CN(CC)CC)cc1,active,437.54000000000025,4.573700000000004,3.0,6.0,7.886056647693163
CHEMBL400187,CCNC(=O)c1noc(-c2cc(CC)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,451.5230000000003,3.5641000000000025,3.0,7.0,7.5376020021010435
CHEMBL253836,CCNC(=O)c1noc(-c2cc(CCc3ccccc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,527.6210000000004,4.786900000000005,3.0,7.0,7.494850021680094
CHEMBL253618,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(N2CCN(C(C)=O)CC2)c1,active,484.94000000000034,3.491400000000003,3.0,7.0,6.621602099051862
CHEMBL400186,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(N2CCN(C)CC2)c1,active,456.9300000000003,3.5747000000000035,3.0,7.0,6.464705879957229
CHEMBL253617,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1cccc(N2CCOCC2)c1,active,443.8870000000003,3.659500000000003,3.0,7.0,6.896196279044043
CHEMBL253616,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN(C)C)cc1,active,415.8770000000002,3.8845000000000036,3.0,6.0,7.7447274948966935
CHEMBL437015,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCCC2)cc1,active,441.9150000000003,4.418700000000004,3.0,6.0,7.4089353929735005
CHEMBL253401,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCC(O)CC2)cc1,active,471.9410000000003,3.779600000000003,4.0,7.0,7.552841968657781
CHEMBL253400,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,active,455.94200000000035,4.808800000000005,3.0,6.0,7.721246399047171
CHEMBL253399,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN(CC)CC)cc1,active,443.93100000000027,4.664700000000004,3.0,6.0,7.1938200260161125
CHEMBL398346,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,457.9140000000003,3.6551000000000027,3.0,7.0,7.6777807052660805
CHEMBL427716,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCN(C)CC2)cc1,active,470.95700000000033,3.570300000000003,3.0,7.0,7.4089353929735005
CHEMBL253193,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CNCCS(C)(=O)=O)cc1,active,493.9690000000003,2.9571000000000023,4.0,8.0,7.853871964321762
CHEMBL253192,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCS(=O)(=O)CC2)cc1,active,505.98000000000036,3.053300000000003,3.0,8.0,7.6777807052660805
CHEMBL252124,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,active,388.80700000000013,3.831500000000003,3.0,6.0,7.552841968657781
CHEMBL252328,CCNC(=O)c1noc(-c2cc(CC)c(O)cc2OC)c1-c1ccc(CN2CCOCC2)cc1,active,465.55000000000035,3.8671000000000033,2.0,7.0,6.267606240177032
CHEMBL438695,CCNC(=O)c1noc(-c2cc(CC)c(OC)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,465.5500000000003,3.8671000000000033,2.0,7.0,7.823908740944319
CHEMBL513225,O=C(c1c(O)cc(O)cc1O)n1cccc1,inactive,219.196,1.2933999999999994,3.0,5.0,4.698970004336019
CHEMBL453447,O=C(c1ccc(O)cc1O)n1cccc1,inactive,203.197,1.5877999999999997,2.0,4.0,4.698970004336019
CHEMBL472658,O=C(c1ccc(O)cc1O)N1CCCC1,inactive,207.22899999999993,1.3337999999999999,2.0,3.0,4.698970004336019
CHEMBL472659,O=C(c1ccc(O)cc1O)N1CCC(S(=O)(=O)c2ccccc2)C1,inactive,347.39200000000005,1.7861999999999998,2.0,5.0,4.301029995663981
CHEMBL471409,O=C(c1ccc(O)cc1O)N1CCCC1c1ccccc1,inactive,283.32699999999994,3.075100000000001,2.0,3.0,4.853871964321762
CHEMBL511310,COc1ccccc1C1CCCN1C(=O)c1ccc(O)cc1O,inactive,313.35299999999995,3.0837000000000026,2.0,4.0,4.987162775294828
CHEMBL471618,O=C(c1ccc(O)cc1O)N1CCCC1c1ccccn1,inactive,284.31499999999994,2.4700999999999995,2.0,4.0,4.698970004336019
CHEMBL443200,Cc1ccccc1[C@@H]1CCCN1C(=O)c1ccc(O)cc1O,inactive,297.354,3.383520000000003,2.0,3.0,4.301029995663981
CHEMBL450227,Cc1ccccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,331.79900000000004,4.036920000000005,2.0,3.0,6.0
CHEMBL472262,COC(=O)c1ccc(C)c(C2CCCN2C(=O)c2cc(Cl)c(O)cc2O)c1,inactive,389.83500000000004,3.823520000000003,2.0,5.0,4.698970004336019
CHEMBL472467,COC(=O)c1ccc(C2CCCN2C(=O)c2cc(Cl)c(O)cc2O)c(C)c1,active,389.83500000000004,3.823520000000003,2.0,5.0,6.0
CHEMBL512333,Cc1cc(C(=O)N(C)C)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,402.87800000000016,3.738720000000004,2.0,4.0,6.522878745280337
CHEMBL470174,Cc1cc(C(=O)N2CCC2)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,414.8890000000001,3.8828200000000046,2.0,4.0,6.823908740944319
CHEMBL469506,Cc1cc(C(=O)N2CCCC2)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,428.91600000000017,4.272920000000006,2.0,4.0,6.823908740944319
CHEMBL471817,Cc1cc(C(=O)N2CC(F)C2)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,432.87900000000013,3.830820000000004,2.0,4.0,7.136677139879544
CHEMBL471818,Cc1cc(C(=O)N2CC(F)(F)C2)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,450.86900000000014,4.128020000000005,2.0,4.0,7.522878745280337
CHEMBL487771,Cc1cc(C(=O)N2CCC(F)(F)C2)ccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,464.8960000000002,4.518120000000006,2.0,4.0,7.154901959985743
CHEMBL521041,Cc1cc(C(=O)N2CC(F)(F)C2)ccc1[C@@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,inactive,450.86900000000014,4.128020000000005,2.0,4.0,4.698970004336019
CHEMBL486750,Cc1cc(C(=O)N2CC(F)(F)C2)ccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,450.86900000000014,4.128020000000005,2.0,4.0,7.698970004336019
CHEMBL520382,Cc1cc(C(=O)N2CCC(F)(F)C2)ccc1[C@@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,inactive,464.8960000000002,4.518120000000006,2.0,4.0,4.958607314841775
CHEMBL486547,Cc1cc(C(=O)N2CCC(F)(F)C2)ccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O,active,464.8960000000002,4.518120000000006,2.0,4.0,7.568636235841013
CHEMBL383824,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,active,616.7560000000003,1.9132000000000022,4.0,10.0,7.7544873321858505
CHEMBL473337,CC(=O)NC1=C(c2ccc3oc4ccccc4c3c2)C(=O)c2ccccc2C1=O,inactive,381.3870000000001,4.512400000000004,1.0,4.0,4.876148359032914
CHEMBL473338,CC(=O)NC1=C(c2ccc(Oc3ccccc3)cc2)C(=O)c2ccccc2C1=O,inactive,383.40300000000013,4.405300000000003,1.0,4.0,4.609064892896621
CHEMBL521617,O=C(NC1=C(c2ccc3oc4ccccc4c3c2)C(=O)c2ccccc2C1=O)c1ccccc1,inactive,443.45800000000014,5.806300000000005,1.0,4.0,4.0
CHEMBL491280,O=C(NC1=C(c2ccc(Oc3ccccc3)cc2)C(=O)c2ccccc2C1=O)c1ccccc1,inactive,445.47400000000016,5.699200000000005,1.0,4.0,4.0
CHEMBL502910,O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)c1ccccc1,inactive,311.724,2.9460000000000015,1.0,3.0,4.521433504406157
CHEMBL494243,COc1ccc(C2=C(NC(=O)c3ccc(OC)c(-c4cccc(OC)c4)c3)C(=O)c3ccccc3C2=O)cc1,inactive,519.5530000000002,5.599700000000005,1.0,6.0,4.0
CHEMBL490493,COc1ccc(C2=C(NC(=O)c3cccc(Cl)c3)C(=O)c3ccccc3C2=O)cc1,inactive,417.8480000000002,4.568900000000004,1.0,4.0,4.889410289700751
CHEMBL489304,COc1ccc(C2=C(NC(=O)c3cccc(OC)c3)C(=O)c3ccccc3C2=O)cc1,inactive,413.42900000000014,3.924100000000003,1.0,5.0,4.354577730650908
CHEMBL489693,COc1ccc(C2=C(NC(=O)c3ccc4ccccc4c3)C(=O)c3ccccc3C2=O)cc1,inactive,433.4630000000002,5.068700000000004,1.0,4.0,4.0
CHEMBL200102,CC(C)NCCCn1c(Sc2cc3c(cc2I)OCO3)nc2c(N)ncnc21,active,512.3770000000002,3.2811000000000003,2.0,9.0,7.366531544420414
CHEMBL494825,CC(CCN(C)C)Nc1cc(O)cc2cccnc12,active,259.353,2.692500000000001,2.0,4.0,6.096910013008056
CHEMBL493021,NCCCCCNc1cc(O)cc2cccnc12,active,245.32600000000002,2.481300000000001,3.0,4.0,6.0
CHEMBL479597,COc1cc(NCCCN(C(C)C)C(C)C)c2nc(OC)cc(Cl)c2c1,inactive,379.9320000000001,4.8262000000000045,1.0,5.0,4.301029995663981
CHEMBL519955,CCN(CC)CCCNc1cc(OC)cc2ccc(OC)nc12,inactive,317.4330000000001,3.395800000000002,1.0,5.0,4.853871964321762
CHEMBL482130,COc1ccc(Oc2c(OC)cc(NCCCCCNC(C)C)c3ncccc23)cc1,inactive,423.5570000000001,5.624500000000005,2.0,6.0,4.301029995663981
CHEMBL12440,COc1cc(NC(C)CCCN)c2ncccc2c1Oc1ccc(Cl)cc1,inactive,385.8950000000001,5.228400000000004,2.0,5.0,4.301029995663981
CHEMBL520948,COc1cc(NC(C)CCCNC(C)C)c2ncccc2c1OC,inactive,331.4600000000001,3.830600000000003,2.0,5.0,4.356547323513812
CHEMBL480978,COc1cc(NC(C)CCCNC(C)C)c2ncccc2c1,inactive,301.434,3.8220000000000027,2.0,4.0,4.841637507904751
CHEMBL499666,CCCNCCCC(C)Nc1cc(OC)cc2c(C)ccnc12,inactive,315.461,4.1320200000000025,2.0,4.0,4.301029995663981
CHEMBL480834,CCC(C)(C)NCCCCCNc1cc(OC)cc2cccnc12,inactive,329.488,4.603800000000003,2.0,4.0,4.301029995663981
CHEMBL480977,COc1cc(NCCCCN)c2ncccc2c1,inactive,245.32600000000002,2.3942000000000005,2.0,4.0,4.301029995663981
CHEMBL480976,CCC(CC)NCCCNc1cc(OC)cc2cccnc12,inactive,301.434,3.8236000000000026,2.0,4.0,4.3979400086720375
CHEMBL482265,CCN(CC)CCCCNc1cc(O)cc2cccnc12,inactive,287.40700000000004,3.474300000000002,2.0,4.0,4.301029995663981
CHEMBL482222,Br.CCN(CC)CCCCCNc1cc(O)cc2cccnc12,active,382.346,4.442300000000003,2.0,4.0,6.136677139879544
CHEMBL482263,CCC(C)N(CC(O)CNc1cc(OC)cc2cccnc12)C(C)CC,inactive,359.5140000000001,3.915200000000003,2.0,5.0,4.5376020021010435
CHEMBL479980,COc1cc(NCCN(C(C)C)C(C)C)c2ncccc2c1,inactive,301.434,3.7741000000000025,1.0,4.0,4.3979400086720375
CHEMBL508862,CCCCN(CCCC)CCNc1cc(OC)cc2cccnc12,inactive,329.488,4.557500000000004,1.0,4.0,4.3979400086720375
CHEMBL489767,N#Cc1cc(S(=O)(=O)Nc2ccc(F)c(-c3c(O)ccc4c3OCO4)c2)ccc1F,inactive,430.38800000000015,3.7385800000000007,2.0,6.0,4.568636235841013
CHEMBL490783,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(F)c(-c3c(O)ccc4c3OCO4)c2)ccc1Cl,inactive,466.83000000000015,4.289400000000001,2.0,7.0,4.585026652029182
CHEMBL478891,Cc1ccc(S(=O)(=O)Nc2ccc(F)c(-c3c(O)ccc4c3OCO4)c2)cc1,inactive,401.41500000000013,4.036220000000002,2.0,5.0,4.552841968657781
CHEMBL478890,O=S(=O)(Nc1cccc(-c2c(O)ccc3c2OCO3)c1)c1ccc(F)cc1,inactive,387.3880000000001,3.727800000000002,2.0,5.0,4.707743928643524
CHEMBL476369,Cc1ccc(S(=O)(=O)Nc2cccc(-c3c(O)ccc4c3OCO4)c2)cc1,inactive,383.4250000000002,3.897120000000002,2.0,5.0,4.504455662453552
CHEMBL476368,O=S(=O)(Nc1cccc(-c2c(O)ccc3c2OCO3)c1)c1cc(Cl)ccc1Cl,inactive,438.2880000000001,4.895500000000002,2.0,5.0,4.838631997765025
CHEMBL515000,COc1ccc(O)c(O)c1-c1cc(NS(=O)(=O)c2cc(Cl)ccc2Cl)ccc1N,active,455.31900000000013,4.463200000000002,4.0,6.0,6.259637310505756
CHEMBL476574,O=S(=O)(Nc1ccc(O)c(-c2ccccc2O)c1)c1cc(Cl)ccc1Cl,inactive,410.27800000000013,4.8724000000000025,3.0,4.0,4.7121982700697735
CHEMBL514704,COc1ccc(S(=O)(=O)Nc2ccc(N)c(-c3c(O)ccc4ccccc34)c2)c(OC)c1,inactive,450.5160000000002,4.612600000000003,3.0,6.0,4.6020599913279625
CHEMBL557478,Cc1cc2c(n1-c1ccc(C(N)=O)cc1)CC(C)(C)CC2=O,inactive,296.37000000000006,3.0397200000000018,1.0,3.0,4.0
CHEMBL559642,CCCCOc1cc(-n2c(C)cc3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,368.47700000000015,4.218620000000003,1.0,4.0,5.0
CHEMBL557479,CCCCCc1cc(-n2c(C)cc3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,366.5050000000001,4.772420000000004,1.0,3.0,5.0
CHEMBL560156,Cc1cc2c(n1-c1ccc(C(N)=O)c(Sc3ccccc3)c1)CC(C)(C)CC2=O,inactive,404.5350000000002,5.190920000000004,1.0,4.0,5.0
CHEMBL562929,CCCCNc1cc(-n2c(C)cc3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,367.4930000000001,4.251720000000002,2.0,4.0,5.0
CHEMBL556391,COCCNc1cc(-n2c(C)cc3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,369.46500000000015,3.098020000000001,2.0,5.0,5.0
CHEMBL562990,COc1cc(Nc2cc(-n3c(C)cc4c3CC(C)(C)CC4=O)ccc2C(N)=O)cc(OC)c1OC,active,477.56100000000026,4.809120000000004,2.0,7.0,6.309803919971486
CHEMBL560955,COc1cc(Nc2cc(-n3cc(C)c4c3CC(C)(C)CC4=O)ccc2C(N)=O)cc(OC)c1OC,active,477.56100000000026,4.809120000000004,2.0,7.0,7.337242168318426
CHEMBL564211,Cc1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,410.5180000000003,3.150120000000002,3.0,6.0,4.522878745280337
CHEMBL560895,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,inactive,464.4880000000003,3.860500000000002,3.0,6.0,5.0
CHEMBL561019,CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,inactive,446.4980000000003,3.779300000000002,3.0,6.0,4.795880017344075
CHEMBL558876,CC1(C)CC(=O)c2c(CC3CC3)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,inactive,450.5830000000003,3.794200000000002,3.0,6.0,4.337242168318426
CHEMBL551293,CC(C)c1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,438.5720000000003,3.965100000000003,3.0,6.0,3.692503962086787
CHEMBL549744,Cc1c2c(n(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c1C)CC(C)(C)CC2=O,inactive,423.5570000000003,4.063540000000003,3.0,5.0,4.1938200260161125
CHEMBL538683,Cc1nn(-c2ccc(C(N)=O)c(NC3CCOCC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,396.4910000000002,3.0256200000000018,2.0,6.0,4.301029995663981
CHEMBL565035,Cc1nn(-c2ccc(C(N)=O)c(NC3CC=CC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,378.4760000000002,3.5652200000000027,2.0,5.0,3.9546770212133424
CHEMBL561497,CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(NC4CCSCC4)c3)c2C1,inactive,448.53900000000027,4.371400000000003,2.0,6.0,4.455931955649724
CHEMBL564559,Cc1nn(-c2ccc(C(N)=O)c(NC3CCC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,366.4650000000002,3.3991200000000026,2.0,5.0,3.640164517660112
CHEMBL561637,Cc1nn(-c2ccc(C(N)=O)c(NCC3CC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,366.4650000000002,3.2566200000000016,2.0,5.0,3.7351821769904636
CHEMBL550139,Cc1cn(-c2ccc(C(N)=O)c(N[C@@H](C)c3ccccc3)c2)c2c1C(=O)CC(C)(C)C2,inactive,415.53700000000026,5.212820000000003,2.0,4.0,3.378823718224965
CHEMBL561498,Cc1nn(-c2ccc(C(N)=O)c(NCc3ccco3)c2)c2c1C(=O)CC(C)(C)C2,inactive,392.45900000000023,3.639820000000003,2.0,6.0,3.0
CHEMBL551699,CSCCNc1cc(-n2nc(C)c3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,386.5210000000002,3.209620000000001,2.0,6.0,3.6458915608525992
CHEMBL562037,Cc1nn(-c2ccc(C(N)=O)c(NC(C)S(C)(=O)=O)c2)c2c1C(=O)CC(C)(C)C2,inactive,418.5190000000003,2.2372199999999998,2.0,7.0,3.832682665251824
CHEMBL562038,COCC(C)Nc1cc(-n2nc(C)c3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,384.4800000000002,2.881520000000001,2.0,6.0,3.939302159646388
CHEMBL549543,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NCCCN4CCCC4=O)c3)c2C1,inactive,491.5140000000004,3.5695000000000023,2.0,6.0,3.5783960731301687
CHEMBL564702,COCC(COC)Nc1cc(-n2nc(C(F)(F)F)c3c2CC(C)(C)CC3=O)ccc1C(N)=O,inactive,468.47600000000034,3.218400000000001,2.0,7.0,3.7423214251308154
CHEMBL552094,Cc1cn(-c2ccc(C(N)=O)c(N3CCNCC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,380.4920000000002,2.44932,2.0,5.0,2.154901959985743
CHEMBL556878,Cc1cn(-c2ccc(C(N)=O)c(NCCN3CCOCC3)c2)c2c1C(=O)CC(C)(C)C2,inactive,424.5450000000003,2.7838200000000004,2.0,6.0,2.3979400086720375
CHEMBL561224,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](O)CC4)c3)c2C1,inactive,464.4880000000003,3.860500000000002,3.0,6.0,3.6055483191737836
